year,annual-precipitations
1987,865
1988,880
1989,719
1990,943
1991,787
1992,734
1993,715
1994,903
1995,662
1996,498
1997,744
1998,985
1999,1043
2000,976
2001,790
2002,839
2003,724
2004,910
2005,475
2006,601
2007,600
2008,614
2009,585
2010,666
2011,782
2012,1083
2013,812
2014,1007
2015,943
2016,613
