year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.4,9.6,14.0,6.3
1988,2.6,11.7,14.9,5.1
1989,5.1,10.5,15.2,5.6
1990,5.4,11.4,14.8,5.2
1991,2.0,9.1,16.1,5.7
1992,4.1,12.2,15.6,4.9
1993,2.6,11.8,13.2,3.8
1994,1.7,10.7,16.3,6.3
1995,2.4,10.2,16.3,4.1
1996,-1.5,10.0,14.8,4.6
1997,2.1,10.2,17.0,4.9
1998,4.1,11.0,14.3,3.9
1999,2.6,10.7,16.7,5.6
2000,3.9,11.6,14.3,7.2
2001,1.2,10.0,15.6,5.9
2002,4.0,12.1,16.9,3.4
2003,1.1,11.5,16.4,5.5
2004,1.8,11.1,15.6,5.9
2005,1.5,10.9,15.4,6.2
2006,-0.6,10.8,17.7,8.8
2007,4.2,12.1,14.9,5.4
2008,3.8,11.3,15.3,5.2
2009,1.7,12.2,16.5,4.8
2010,-1.3,10.0,15.7,1.6
2011,1.2,12.2,15.3,7.0
2012,2.7,10.8,15.4,4.9
2013,-0.7,10.6,15.7,7.2
2014,4.5,11.7,16.2,7.4
2015,3.4,9.8,15.2,7.8
2016,2.3,11.7,16.1,5.7
