year,annual-frozen-days
1987,94
1988,79
1989,53
1990,61
1991,77
1992,48
1993,84
1994,64
1995,85
1996,118
1997,76
1998,66
1999,57
2000,38
2001,84
2002,66
2003,85
2004,69
2005,92
2006,82
2007,55
2008,62
2009,71
2010,128
2011,70
2012,65
2013,95
2014,32
2015,41
2016,71
