year,annual-hydric-deficit
1987,235
1988,187
1989,92
1990,381
1991,172
1992,30
1993,88
1994,279
1995,47
1996,-59
1997,153
1998,482
1999,497
2000,469
2001,292
2002,268
2003,142
2004,323
2005,-132
2006,-43
2007,-30
2008,-53
2009,-64
2010,99
2011,187
2012,505
2013,235
2014,381
2015,372
2016,30
