year,annual-estival-days
1987,3
1988,12
1989,20
1990,13
1991,16
1992,24
1993,7
1994,25
1995,29
1996,17
1997,27
1998,3
1999,16
2000,5
2001,9
2002,18
2003,15
2004,14
2005,14
2006,27
2007,11
2008,22
2009,21
2010,14
2011,8
2012,13
2013,14
2014,15
2015,9
2016,20
