year,annual-precipitations
1987,747
1988,829
1989,759
1990,672
1991,770
1992,821
1993,806
1994,834
1995,1305
1996,1114
1997,1020
1998,1158
1999,1460
2000,1274
2001,1433
2002,1811
2003,1028
2004,1120
2005,1155
2006,1106
2007,1315
2008,1084
2009,1095
2010,1302
2011,1135
2012,1258
2013,1220
2014,1087
2015,1698
2016,2138

min,300
max,2000
steps,10
decimal
