year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,86,147,0
1988,106,172,0
1989,87,151,0
1990,110,163,0
1991,116,164,0
1992,110,165,0
1993,99,154,0
1994,85,170,0
1995,114,157,0
1996,116,163,0
1997,113,168,0
1998,116,171,0
1999,118,177,0
2000,89,161,0
2001,126,171,0
2002,117,169,0
2003,109,176,0
2004,106,161,0
2005,99,157,0
2006,126,173,0
2007,97,168,0
2008,112,170,0
2009,120,166,0
2010,93,163,0
2011,108,163,1
2012,106,163,0
2013,124,170,0
2014,112,158,0
2015,108,149,0
2016,110,172,0
2016
2017,100,154,0
2018,87,143,0
2019,118,166,0
2020,112,159,0
2021,77,145,0
2022,118,161,0
2023,9,151,0
2024,9,165,0
2025,71,157,0
2026,92,148,1
2027,89,147,0
2028,78,145,0
2029,75,140,0
2030,101,156,0
2031,88,152,0
2032,103,159,0
2033,104,160,0
2034,84,145,0
2035,82,151,0
2036,82,158,0
2037,90,157,0
2038,101,147,0
2039,111,165,0
2040,69,152,0
2041,97,149,0
2042,105,155,0
2043,82,143,0
2044,88,154,0
2045,9,154,0
2046,77,138,0
