year,annual-estival-days
1987,30
1988,22
1989,15
1990,28
1991,34
1992,33
1993,24
1994,42
1995,29
1996,18
1997,27
1998,31
1999,22
2000,32
2001,31
2002,24
2003,70
2004,28
2005,30
2006,43
2007,28
2008,29
2009,36
2010,33
2011,31
2012,35
2013,37
2014,23
2015,48
2016,37
