year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1159,547,460,114,137,6.6,2778,10,13.8,107
1988,1528,504,879,506,209,5.1,2420,4,13.8,129
1989,1426,526,753,377,186,6.7,2778,9,13.8,115
1990,1364,495,719,340,152,6.2,2578,9,12.4,112
1991,1451,570,690,264,207,5.6,2412,11,11.5,128
1992,1352,528,677,70,244,6.3,2668,10,14.6,131
1993,1522,618,687,244,235,6.2,2583,8,12.1,112
1994,1694,539,1012,337,378,6.3,2613,19,15.3,116
1995,1248,622,442,105,70,5.7,2507,6,13.2,135
1996,1187,511,529,84,220,5.8,2547,7,13.3,122
1997,1136,585,368,112,148,5.2,2407,9,14.3,139
1998,1479,545,742,185,327,5.9,2422,2,13.1,118
1999,1568,534,878,254,289,5.9,2671,27,16.4,134
2000,1499,592,722,355,121,6.6,2690,15,14.7,120
2001,1203,508,536,227,153,6.4,2628,13,14.5,127
2002,1409,502,755,219,337,6.4,2603,7,13.3,107
2003,1275,515,603,272,157,6.2,2484,14,14.1,119
2004,1531,509,874,398,217,5.7,2414,5,12.5,121
2005,1339,516,660,274,132,6.9,2856,13,13.8,101
2006,1447,536,769,344,283,5.3,2449,10,14.4,148
2007,1381,511,717,301,198,5.4,2518,12,13.5,134
2008,1316,492,676,340,135,5.5,2363,10,12.8,120
2009,1336,559,635,225,232,6.7,2746,22,16.2,130
2010,1358,521,683,210,208,5.6,2507,13,14.1,142
2011,1353,534,669,256,210,6.4,2654,13,14.6,126
2012,1454,510,793,235,264,5.4,2442,5,13.0,136
2013,1489,529,809,376,262,6.1,2672,19,15.5,131
2014,1370,546,676,341,156,6.2,2710,14,13.8,116
2015,1506,550,815,173,261,6.2,2684,5,13.4,131
2016,1333,513,667,218,205,5.8,2490,9,13.8,140
2016
2017,1307,558,590,208,236,6.8,2830,12,15.7,124
2018,1476,524,803,187,319,7.0,2875,3,14.3,115
2019,1191,534,500,206,152,7.4,2990,15,15.7,120
2020,1344,538,657,120,326,6.5,2838,16,15.4,122
2021,1323,621,499,180,165,7.2,2838,19,14.7,104
2022,1046,551,340,-74,213,7.4,3072,24,16.2,113
2023,1254,630,435,122,137,6.9,2854,17,13.3,117
2024,1352,606,556,101,250,6.9,2770,12,15.7,107
2025,1102,536,410,102,152,7.7,3044,20,16.5,95
2026,1414,611,609,264,110,8.0,3018,8,15.1,88
2027,1313,657,458,115,124,8.1,3328,34,17.9,108
2028,1166,502,499,167,236,8.0,3134,9,14.0,84
2029,1020,644,164,-42,22,8.1,3043,9,14.4,86
2030,1441,585,668,189,291,7.2,2910,6,13.7,108
2031,1408,513,745,280,306,7.0,2836,10,14.9,109
2032,1358,532,665,414,69,7.1,2859,11,13.9,115
2033,1212,554,505,149,193,7.5,3025,29,16.5,114
2034,1593,556,864,379,275,7.4,3043,23,15.6,110
2035,1322,575,575,142,267,7.9,3189,33,15.6,101
2036,1196,511,523,189,151,7.0,2809,4,13.9,101
2037,1524,532,829,305,265,7.7,3066,14,16.4,102
2038,1681,527,1001,435,331,7.8,3111,15,15.9,104
2039,1484,515,807,402,185,6.7,2847,19,15.7,121
2040,1438,519,743,270,281,8.1,3099,12,15.7,90
2041,1338,511,667,286,151,7.4,2936,6,13.9,101
2042,1394,582,654,318,181,7.0,3086,34,17.8,137
2043,1239,553,518,211,187,8.0,3156,9,14.6,93
2044,1509,502,843,420,200,7.1,2849,4,13.7,105
2045,1193,548,490,125,204,7.5,2980,11,15.3,114
2046,1419,566,680,225,284,8.4,3334,18,14.8,98
