year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,34,-45,35,32
1988,148,-80,-80,144
1989,3,-78,84,47
1990,6,-32,-119,87
1991,14,54,-78,62
1992,44,-41,-70,166
1993,3,-124,109,80
1994,31,-21,-6,77
1995,230,201,43,203
1996,51,76,137,246
1997,93,7,76,185
1998,122,-82,82,309
1999,227,279,43,257
2000,227,1,221,107
2001,285,142,87,195
2002,190,91,528,268
2003,124,-120,-24,217
2004,221,83,35,133
2005,178,12,204,118
2006,193,47,105,81
2007,177,53,243,145
2008,126,-17,140,140
2009,139,116,-51,192
2010,90,127,235,200
2011,41,27,138,183
2012,124,62,126,233
2013,197,244,-6,120
2014,40,-8,243,122
2015,245,403,129,246
2016,402,609,326,163
