year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.5,11.0,16.9,5.0
1988,2.3,12.5,16.3,4.6
1989,3.1,11.9,16.4,4.5
1990,4.0,11.9,16.4,4.8
1991,1.9,10.4,18.2,3.6
1992,1.6,12.8,17.9,4.5
1993,1.7,13.7,15.6,4.1
1994,3.8,12.3,17.8,6.1
1995,1.6,11.1,16.0,4.8
1996,-0.7,11.9,14.1,3.5
1997,2.9,11.1,16.4,5.0
1998,2.8,13.1,16.2,3.8
1999,1.8,12.5,17.2,3.8
2000,2.4,13.9,15.9,6.4
2001,3.6,12.0,15.8,4.2
2002,3.5,13.2,15.6,6.2
2003,0.8,14.8,18.0,4.0
2004,1.0,11.3,16.4,4.9
2005,0.1,12.7,15.9,3.9
2006,-1.4,12.3,17.3,7.3
2007,4.4,14.2,15.6,3.2
2008,3.1,12.7,15.7,4.5
2009,-0.2,13.5,17.3,5.6
2010,0.2,11.7,16.1,3.6
2011,2.5,13.7,16.8,5.9
2012,0.7,12.9,16.8,5.4
2013,-0.2,11.3,17.0,5.4
2014,4.4,12.7,16.0,7.1
2015,1.5,12.9,17.6,7.0
2016,3.0,12.2,17.7,5.2
