year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,2,20,122.93,3,2,185,77,60,216
1988,3,43,166,0,1,375,83,52,339
1989,3,24,183,2,0,290,62,50,310
1990,8,40,152,2,1,280,72,37,316
1991,8,45,60,1,0,205,68,43,340
1992,0,48,2,4,4,101,75,45,228
1993,5,37,9,4,0,114,70,44,410
1994,4,29,25,3,8,195,76,48,395
1995,2,41,-36,3,0,85,65,58,348
1996,3,45,58,3,1,72,73,41,207
1997,0,45,55,3,0,107,82,62,256
1998,0,23,65,0,1,88,86,38,221
1999,5,55,91,2,9,163,85,45,242
2000,5,36,147,1,2,303,74,53,309
2001,0,55,97,1,2,146,81,34,240
2002,3,37,80,1,2,133,77,34,274
2003,7,29,155,1,1,238,88,51,192
2004,0,37,210,1,2,353,83,49,284
2005,7,34,87,1,1,175,79,39,254
2006,5,56,168,1,0,279,74,56,271
2007,11,51,109,0,2,263,76,55,329
2008,8,40,115,0,0,289,82,47,229
2009,5,43,145,2,5,155,72,47,275
2010,7,35,7,3,2,101,73,67,301
2011,4,41,38,1,3,93,79,48,226
2012,3,48,63,1,0,161,73,58,258
2013,2,50,108,2,8,200,83,41,210
2014,4,38,144,0,1,207,67,43,300
2015,5,41,98,2,0,134,59,53,240
2016,6,39,-8,1,1,120,77,59,321
2016
2017,6,42,-22,4,4,65,71,53,373
2018,2,35,47,4,0,133,66,59,293
2019,0,46,113,1,9,152,74,29,136
2020,1,52,42,2,5,23,72,39,167
2021,9,19,44,1,4,138,76,55,243
2022,17,52,-70,4,3,-177,66,22,142
2023,15,43,-6,0,0,95,56,44,261
2024,7,25,47,5,1,58,85,43,218
2025,10,23,88,1,5,100,75,41,239
2026,3,21,180,3,0,135,76,26,160
2027,13,39,20,3,4,46,62,48,326
2028,4,28,72,3,0,56,76,27,203
2029,3,14,-42,2,1,-29,63,33,195
2030,3,43,111,1,0,188,69,35,166
2031,1,38,105,1,0,115,75,45,297
2032,8,37,111,2,0,216,67,33,237
2033,11,41,62,3,5,75,66,37,216
2034,19,42,131,1,7,339,69,48,315
2035,19,29,2,2,5,54,47,34,127
2036,3,21,67,3,0,117,73,39,256
2037,0,31,106,1,2,242,73,40,253
2038,5,36,181,0,2,362,73,32,251
2039,4,48,223,3,1,363,81,46,277
2040,4,20,29,0,1,168,77,44,318
2041,2,33,182,4,2,234,68,38,292
2042,9,53,105,1,8,260,69,57,290
2043,7,37,82,3,0,171,62,26,279
2044,1,39,240,0,0,304,75,37,279
2045,4,38,36,1,1,10,74,39,209
2046,6,16,60,1,4,125,55,49,244
