year,annual-frozen-days
1987,108
1988,85
1989,78
1990,77
1991,95
1992,84
1993,91
1994,54
1995,101
1996,121
1997,94
1998,92
1999,95
2000,66
2001,90
2002,54
2003,114
2004,119
2005,108
2006,100
2007,75
2008,90
2009,96
2010,110
2011,83
2012,85
2013,107
2014,54
2015,84
2016,84
