year,F1,F3,M4
,label F1,label F3,label M4
1987,24,119,0
1988,52,118,2
1989,48,120,3
1990,37,114,1
1991,46,126,2
1992,58,117,0
1993,39,119,2
1994,76,130,2
1995,74,133,2
1996,46,117,1
1997,52,109,1
1998,52,121,3
1999,31,111,1
2000,50,121,2
2001,64,129,2
2002,54,116,0
2003,67,127,1
2004,48,118,1
2005,39,117,2
2006,53,120,0
2007,56,124,3
2008,57,129,1
2009,68,131,0
2010,48,127,0
2011,20,123,1
2012,57,123,3
2013,48,110,4
2014,45,119,2
2015,57,108,3
2016,66,125,0
2016
2017,34,107,3
2018,52,124,2
2019,33,107,3
2020,32,124,3
2021,23,118,3
2022,38,108,2
2023,45,118,3
2024,42,120,4
2025,54,123,3
2026,34,120,5
2027,44,116,1
2028,35,112,5
2029,42,116,2
2030,42,116,2
2031,28,130,4
2032,22,115,1
2033,29,127,3
2034,48,124,4
2035,47,108,4
2036,36,121,3
2037,47,123,3
2038,33,113,3
2039,21,116,1
2040,52,128,3
2041,40,113,6
2042,44,115,0
2043,35,108,4
2044,41,113,3
2045,43,120,2
2046,34,113,2

min,,80,0
max,,170,8
steps,,10,9
decimal



