year,annual-precipitations
1987,960
1988,943
1989,672
1990,916
1991,862
1992,1079
1993,1250
1994,1074
1995,1178
1996,1047
1997,800
1998,983
1999,1331
2000,1208
2001,1166
2002,1174
2003,784
2004,1058
2005,991
2006,1208
2007,1206
2008,1229
2009,997
2010,1052
2011,973
2012,1291
2013,1156
2014,1325
2015,914
2016,1078
