year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1822,10,-225,0
1988,1750,12,-275,0
1989,1632,11,-267,3
1990,1632,11,-170,4
1991,1523,11,-222,9
1992,1787,13,-178,2
1993,1796,9,-322,4
1994,1670,11,-303,5
1995,1635,11,-227,1
1996,1644,12,-230,0
1997,1724,11,-217,2
1998,1717,10,-160,5
1999,1781,9,-441,1
2000,1520,10,-258,6
2001,1620,9,-91,0
2002,1608,8,-56,3
2003,1600,10,-58,3
2004,1984,14,-222,0
2005,1419,8,-225,7
2006,1910,12,-179,0
2007,1739,12,-140,2
2008,1686,11,-277,4
2009,1443,10,-129,4
2010,1659,13,-61,1
2011,1374,10,-87,3
2012,1516,11,-269,3
2013,1842,12,-365,6
2014,1703,10,-307,1
2015,1822,12,-265,2
2016,1473,10,-269,1
2016
2017,1858,10,-259,0
2018,1758,11,-302,2
2019,1956,12,-273,0
2020,1747,11,-233,1
2021,1765,13,-395,6
2022,1937,11,-259,3
2023,1786,12,-254,2
2024,1871,10,-474,0
2025,1843,11,-255,1
2026,2073,15,-309,2
2027,1979,11,-393,2
2028,1893,10,-327,0
2029,1734,13,-231,2
2030,2154,13,-406,0
2031,1637,14,-233,10
2032,1860,9,-327,0
2033,1881,12,-330,4
2034,2203,12,-351,1
2035,2018,13,-160,0
2036,1806,12,-302,3
2037,1626,10,-296,0
2038,1800,12,-312,2
2039,1855,12,-292,5
2040,1797,11,-351,0
2041,1999,12,-384,3
2042,2017,12,-270,1
2043,1890,11,-248,0
2044,1748,10,-332,1
2045,1910,11,-243,9
2046,1953,13,-309,3

min,1000,6
max,2500,16
steps,7,11
decimal



