year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,113,271,318,259
1988,260,293,202,189
1989,89,277,181,126
1990,181,316,132,288
1991,187,198,292,185
1992,134,333,291,321
1993,42,263,551,394
1994,219,312,268,276
1995,368,270,337,203
1996,162,233,265,387
1997,121,286,147,246
1998,139,302,282,261
1999,314,337,341,339
2000,183,240,328,457
2001,394,347,230,195
2002,140,234,294,506
2003,129,129,179,347
2004,249,138,325,346
2005,174,403,154,260
2006,278,309,295,326
2007,263,372,404,167
2008,210,338,413,268
2009,265,199,182,351
2010,284,229,239,299
2011,162,188,319,303
2012,156,387,342,406
2013,230,384,154,388
2014,358,238,356,373
2015,259,270,260,125
2016,303,410,171,195
