year,annual-estival-days
1987,53
1988,52
1989,80
1990,62
1991,80
1992,64
1993,50
1994,69
1995,65
1996,54
1997,73
1998,67
1999,70
2000,71
2001,68
2002,45
2003,104
2004,66
2005,70
2006,78
2007,62
2008,56
2009,81
2010,73
2011,86
2012,79
2013,60
2014,56
2015,74
2016,73
