year,annual-hydric-deficit
1987,173
1988,109
1989,-283
1990,47
1991,6
1992,256
1993,426
1994,259
1995,316
1996,223
1997,-80
1998,69
1999,478
2000,298
2001,316
2002,330
2003,-253
2004,178
2005,97
2006,307
2007,357
2008,393
2009,65
2010,185
2011,52
2012,395
2013,396
2014,544
2015,35
2016,261
