year,annual-frozen-days
1987,122
1988,102
1989,102
1990,63
1991,100
1992,96
1993,83
1994,56
1995,106
1996,128
1997,110
1998,80
1999,92
2000,60
2001,95
2002,54
2003,104
2004,120
2005,104
2006,103
2007,70
2008,96
2009,98
2010,107
2011,78
2012,79
2013,108
2014,46
2015,83
2016,84
