year,annual-estival-days
1987,29
1988,22
1989,21
1990,28
1991,31
1992,34
1993,25
1994,41
1995,30
1996,20
1997,26
1998,27
1999,24
2000,29
2001,31
2002,20
2003,70
2004,35
2005,36
2006,46
2007,34
2008,28
2009,32
2010,31
2011,31
2012,32
2013,35
2014,18
2015,44
2016,35

min,16
max,130
steps,9
decimal
