year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1124,9,-127,13
1988,1358,9,-75,0
1989,1033,8,-66,7
1990,911,7,-5,18
1991,1164,7,28,5
1992,906,9,16,10
1993,817,7,-113,3
1994,953,9,-138,9
1995,1091,9,93,7
1996,1150,9,-162,5
1997,1031,9,-101,13
1998,1089,9,94,1
1999,1236,9,-199,8
2000,1245,9,-142,3
2001,1114,9,144,17
2002,1043,11,65,0
2003,1268,7,-127,8
2004,1012,9,49,4
2005,950,7,-69,6
2006,1003,8,66,8
2007,942,8,28,5
2008,1086,10,166,6
2009,895,6,117,3
2010,837,6,75,4
2011,1260,8,-62,5
2012,1049,10,-43,16
2013,1105,8,-119,6
2014,1245,10,-6,0
2015,971,8,39,6
2016,1124,7,107,5
2016
2017,1213,11,-133,13
2018,1179,9,-44,11
2019,1222,9,-49,5
2020,1455,9,-243,5
2021,1086,9,-251,15
2022,1317,11,-148,11
2023,1700,11,-371,3
2024,1225,11,-264,17
2025,1215,11,-147,16
2026,1505,10,-201,8
2027,1497,12,-243,9
2028,1434,12,-180,2
2029,1275,10,-219,7
2030,1322,11,-178,5
2031,1348,12,-60,1
2032,1300,11,62,6
2033,1364,9,-60,6
2034,1224,9,-239,3
2035,1454,9,-258,6
2036,1537,11,-241,6
2037,1321,10,-36,7
2038,1197,10,-228,3
2039,1273,8,-25,8
2040,1218,10,-29,11
2041,1341,9,-39,5
2042,1238,9,-178,15
2043,1355,8,-166,7
2044,1646,13,-161,6
2045,1379,10,-36,7
2046,1417,10,-25,10

min,,4
max,,17
steps,,8
decimal
