year,annual-hydric-deficit
1987,241
1988,324
1989,136
1990,-83
1991,-132
1992,327
1993,388
1994,537
1995,270
1996,205
1997,-18
1998,454
1999,593
2000,343
2001,535
2002,770
2003,-90
2004,-13
2005,51
2006,-79
2007,16
2008,-52
2009,23
2010,200
2011,-144
2012,28
2013,38
2014,93
2015,-44
2016,272
