year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.5,10.1,16.3,4.4
1988,1.3,11.7,15.4,4.3
1989,3.2,10.9,15.7,3.9
1990,4.7,12.3,16.8,5.2
1991,1.6,10.3,18.0,3.7
1992,1.8,12.3,17.6,4.0
1993,1.6,13.5,15.4,3.4
1994,3.3,11.8,17.7,6.3
1995,1.6,11.2,16.2,4.0
1996,-1.3,11.7,14.1,2.9
1997,1.9,11.0,16.3,4.0
1998,3.1,12.7,15.8,3.2
1999,1.8,12.1,17.2,3.9
2000,2.3,13.4,15.7,6.0
2001,2.8,11.6,15.8,4.5
2002,3.5,12.5,15.5,5.5
2003,0.9,14.2,18.4,4.0
2004,1.0,11.9,16.8,4.5
2005,0.6,13.2,16.5,4.0
2006,-0.9,12.8,17.8,6.8
2007,4.3,14.7,15.6,3.4
2008,3.1,13.0,15.8,4.1
2009,-0.2,13.8,17.5,4.8
2010,0.1,12.0,16.3,3.4
2011,2.4,14.2,17.0,5.0
2012,1.2,13.1,16.9,4.7
2013,-0.2,11.7,17.3,5.2
2014,4.4,13.1,16.0,6.6
2015,1.4,12.8,17.8,6.6
2016,2.8,12.2,17.7,4.0
