year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,14,39,-38,2,9,-101,69,43,137
1988,17,39,-90,3,3,-98,61,36,185
1989,8,45,-40,1,0,-56,64,43,161
1990,4,45,46,3,0,-46,70,38,166
1991,8,8,14,2,2,17,61,26,254
1992,3,26,-18,3,3,-28,81,58,237
1993,2,29,17,4,4,-167,86,37,173
1994,1,38,-16,3,1,-89,79,23,191
1995,3,30,-4,2,6,51,75,49,219
1996,6,39,-51,2,6,-164,58,37,207
1997,9,37,19,4,2,-68,75,48,154
1998,3,49,106,3,6,76,78,39,180
1999,7,50,-14,4,7,-119,69,32,142
2000,10,24,-12,0,7,-81,64,43,147
2001,2,50,107,0,4,84,68,46,221
2002,5,47,-4,0,1,-6,73,37,227
2003,11,30,-79,3,9,-199,53,34,193
2004,3,51,51,4,7,-6,82,40,238
2005,12,20,13,4,9,-68,75,54,142
2006,10,25,45,2,9,-7,69,11,245
2007,1,29,48,4,2,30,73,43,168
2008,5,46,83,1,6,74,70,31,273
2009,1,22,60,1,0,81,69,37,213
2010,7,56,20,2,6,23,85,41,260
2011,18,18,19,2,18,-46,67,47,162
2012,11,40,-13,1,7,-65,72,69,141
2013,2,38,-31,3,4,-128,76,44,131
2014,3,37,25,4,1,-47,64,35,127
2015,2,22,36,2,0,25,64,28,139
2016,11,23,55,3,4,56,61,31,213
2016
2017,17,22,-7,3,7,-119,60,35,102
2018,17,22,-44,2,6,-93,60,37,169
2019,10,19,-14,3,6,-68,61,22,140
2020,20,20,-143,3,7,-234,51,28,100
2021,12,44,-23,3,7,-218,73,28,81
2022,14,15,-71,1,6,-103,60,28,123
2023,20,25,-110,3,14,-282,51,10,116
2024,12,16,-42,2,8,-202,52,36,88
2025,14,46,-23,3,6,-133,61,16,75
2026,21,30,-45,1,8,-197,46,37,108
2027,23,49,-75,4,12,-176,48,48,124
2028,11,30,-2,2,11,-152,63,36,121
2029,11,19,-63,4,7,-164,60,29,153
2030,4,12,-18,3,9,-145,68,26,205
2031,4,37,-44,4,5,-95,59,30,181
2032,11,19,87,2,5,25,68,31,133
2033,23,42,-41,3,13,-126,56,29,207
2034,10,24,-73,4,1,-154,59,37,130
2035,13,19,-90,4,8,-255,45,18,102
2036,17,18,-54,5,23,-252,59,18,95
2037,14,26,-67,3,12,-112,66,31,188
2038,9,14,-47,3,10,-220,71,26,87
2039,14,19,-24,2,5,-60,57,26,197
2040,18,16,-28,2,8,-81,58,26,184
2041,18,30,32,3,12,-73,60,26,119
2042,13,10,-67,4,13,-146,49,27,96
2043,16,12,-11,3,11,-135,60,23,69
2044,40,25,-96,5,15,-174,53,18,125
2045,12,35,23,3,1,-59,43,25,133
2046,11,27,52,2,19,-64,63,25,141

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
