year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,91,157,0
1988,90,140,0
1989,107,150,0
1990,85,147,0
1991,71,140,0
1992,75,149,0
1993,89,159,1
1994,89,155,0
1995,78,143,0
1996,104,152,0
1997,68,141,0
1998,97,157,0
1999,100,152,1
2000,71,144,0
2001,115,159,0
2002,96,153,0
2003,94,146,0
2004,102,157,0
2005,77,154,0
2006,87,159,0
2007,92,152,0
2008,99,159,0
2009,68,138,0
2010,99,155,0
2011,80,148,0
2012,107,161,0
2013,89,149,1
2014,92,142,0
2015,75,143,0
2016,76,140,0
2016
2017,86,148,0
2018,79,144,0
2019,63,140,0
2020,77,141,0
2021,109,162,0
2022,62,148,0
2023,87,140,0
2024,66,146,0
2025,114,156,0
2026,78,140,0
2027,110,152,0
2028,94,141,0
2029,77,143,1
2030,68,140,0
2031,97,141,0
2032,61,137,0
2033,96,156,0
2034,84,140,0
2035,72,144,0
2036,63,136,1
2037,89,148,0
2038,65,134,0
2039,56,145,0
2040,67,144,0
2041,80,148,0
2042,45,142,1
2043,45,146,0
2044,74,143,0
2045,100,147,0
2046,71,140,0

min,,90,0
max,,190,6
steps,,11,7
decimal
