year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2477,16,-602,0
1988,2430,17,-409,0
1989,2521,15,-645,0
1990,2739,17,-593,0
1991,2417,15,-630,0
1992,2527,16,-539,0
1993,2525,15,-783,0
1994,2565,18,-704,0
1995,2521,15,-482,0
1996,2550,16,-682,0
1997,2565,16,-800,0
1998,2577,17,-714,0
1999,2408,13,-739,0
2000,2344,15,-742,0
2001,2521,17,-659,0
2002,2536,16,-746,0
2003,2519,15,-537,0
2004,2699,16,-785,0
2005,2516,17,-551,0
2006,2573,19,-682,0
2007,2604,16,-725,0
2008,2596,16,-618,0
2009,2388,16,-610,0
2010,2496,15,-535,0
2011,2769,17,-693,0
2012,2481,15,-619,0
2013,2556,16,-538,0
2014,2645,17,-686,0
2015,2568,15,-639,0
2016,2504,17,-647,0
2016
2017,2585,15,-556,0
2018,2853,18,-602,0
2019,2846,16,-810,0
2020,2608,17,-612,0
2021,2760,18,-655,0
2022,2553,16,-491,0
2023,2512,17,-624,0
2024,2755,17,-577,0
2025,2717,19,-433,0
2026,2736,18,-662,0
2027,2685,18,-596,0
2028,2808,19,-684,0
2029,2711,18,-697,0
2030,2770,18,-857,0
2031,2833,17,-752,0
2032,2606,18,-530,0
2033,2604,17,-697,0
2034,2553,18,-702,0
2035,2733,16,-503,0
2036,2744,16,-786,0
2037,2670,20,-678,0
2038,2809,17,-729,0
2039,2570,17,-631,0
2040,2564,16,-621,0
2041,2740,16,-578,0
2042,2651,16,-665,0
2043,2711,18,-625,0
2044,2812,17,-691,0
2045,2638,18,-665,0
2046,2578,17,-725,0

min,1800,10,,0
max,3300,22,,6
steps,11,8,,7
decimal


