year,annual-average-temperature
1987,16.7
1988,16.5
1989,16.8
1990,17.4
1991,16.2
1992,17.4
1993,17.0
1994,17.6
1995,17.1
1996,17.2
1997,17.5
1998,17.0
1999,16.6
2000,18.1
2001,16.8
2002,16.5
2003,16.7
2004,16.3
2005,16.0
2006,16.2
2007,17.7
2008,17.5
2009,16.9
2010,16.6
2011,17.0
2012,17.8
2013,17.4
2014,17.7
2015,17.6
2016,17.5

min,14
max,20
steps,7
decimal


