year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.7,17.9,25.4,14.6
1988,9.9,18.9,24.0,12.9
1989,10.7,18.2,24.9,13.3
1990,11.4,19.2,24.5,14.3
1991,10.6,16.4,24.9,12.7
1992,10.2,18.6,25.2,15.5
1993,9.4,19.2,24.3,14.8
1994,11.1,18.6,25.9,14.8
1995,10.5,17.7,24.7,15.2
1996,10.8,19.2,23.9,14.9
1997,11.9,18.8,24.6,14.7
1998,10.8,18.9,25.0,13.4
1999,9.0,18.6,24.3,14.2
2000,10.9,20.2,25.0,16.2
2001,12.0,18.6,23.2,13.3
2002,10.1,18.7,23.0,14.2
2003,8.6,19.6,24.7,13.6
2004,9.1,17.4,23.9,14.9
2005,8.2,18.4,23.9,13.3
2006,8.9,18.1,23.7,14.1
2007,11.9,20.3,25.0,13.4
2008,10.5,19.6,25.2,14.6
2009,9.7,19.0,25.0,13.8
2010,10.2,18.5,24.2,13.5
2011,9.9,19.0,24.5,14.3
2012,11.1,19.5,25.6,14.8
2013,9.9,19.6,25.0,14.9
2014,11.9,19.1,23.9,15.7
2015,10.5,19.2,25.9,14.4
2016,11.8,19.4,24.6,14.2
