year,annual-hydric-deficit
1987,113
1988,-306
1989,-200
1990,-470
1991,-92
1992,65
1993,-306
1994,276
1995,242
1996,325
1997,-403
1998,-342
1999,-599
2000,-516
2001,-493
2002,-278
2003,-542
2004,-11
2005,-32
2006,-328
2007,-557
2008,-211
2009,-46
2010,-100
2011,-505
2012,113
2013,-79
2014,263
2015,-220
2016,-372
