year,annual-frozen-days
1987,17
1988,10
1989,2
1990,1
1991,3
1992,3
1993,4
1994,0
1995,0
1996,1
1997,0
1998,5
1999,8
2000,5
2001,8
2002,15
2003,16
2004,13
2005,16
2006,10
2007,2
2008,2
2009,9
2010,5
2011,4
2012,2
2013,0
2014,1
2015,2
2016,3
