year,A1,A2,A3
,label A1,label A2,label A3
1987,40,3254,262
1988,14,2652,154
1989,20,2657,160
1990,14,3087,138
1991,7,2983,88
1992,31,2966,225
1993,9,3039,90
1994,24,3031,170
1995,26,3132,222
1996,7,3172,72
1997,23,3354,134
1998,2,3142,70
1999,14,3063,148
2000,35,3073,235
2001,7,2923,114
2002,7,2887,68
2003,26,2897,226
2004,9,3018,105
2005,22,2937,169
2006,14,3276,161
2007,17,2975,128
2008,14,3254,121
2009,21,2988,188
2010,12,3190,120
2011,11,3103,92
2012,25,3250,185
2013,26,3206,190
2014,14,3258,131
2015,15,3311,118
2016,32,2876,224
2016
2017,48,2798,302
2018,17,2901,152
2019,33,2457,249
2020,51,2834,321
2021,23,2788,194
2022,35,2789,201
2023,24,3154,221
2024,31,2384,278
2025,20,2905,155
2026,19,3037,204
2027,18,2332,155
2028,47,2379,299
2029,44,2708,303
2030,31,2896,252
2031,18,2731,150
2032,38,2548,287
2033,20,2841,172
2034,27,2779,208
2035,26,2670,201
2036,24,2668,193
2037,25,2730,217
2038,24,2412,200
2039,11,2643,129
2040,40,2944,275
2041,30,2899,222
2042,42,2807,253
2043,23,2790,186
2044,29,2902,191
2045,30,3064,227
2046,26,3142,192

min,,2000
max,,4000
steps,,9
decimal
