year,annual-frozen-days
1987,104
1988,129
1989,99
1990,95
1991,106
1992,103
1993,114
1994,79
1995,113
1996,121
1997,121
1998,106
1999,106
2000,81
2001,91
2002,79
2003,107
2004,99
2005,123
2006,100
2007,81
2008,74
2009,82
2010,103
2011,118
2012,99
2013,94
2014,55
2015,102
2016,92
