year,annual-hydric-deficit
1987,143
1988,-63
1989,-116
1990,-61
1991,389
1992,406
1993,-91
1994,7
1995,146
1996,315
1997,11
1998,145
1999,171
2000,-215
2001,-264
2002,-227
2003,-288
2004,-3
2005,87
2006,-34
2007,-63
2008,-102
2009,43
2010,104
2011,-108
2012,-202
2013,75
2014,228
2015,9
2016,145
