year,annual-estival-days
1987,47
1988,46
1989,41
1990,49
1991,50
1992,71
1993,56
1994,70
1995,60
1996,47
1997,68
1998,55
1999,59
2000,70
2001,71
2002,76
2003,109
2004,56
2005,64
2006,64
2007,72
2008,78
2009,77
2010,63
2011,74
2012,80
2013,67
2014,51
2015,68
2016,78

min,16
max,130
steps,9
decimal
