year,annual-precipitations
1987,888
1988,718
1989,652
1990,728
1991,1119
1992,1245
1993,731
1994,813
1995,885
1996,1029
1997,773
1998,912
1999,878
2000,604
2001,549
2002,598
2003,591
2004,731
2005,845
2006,736
2007,778
2008,697
2009,843
2010,860
2011,689
2012,638
2013,868
2014,991
2015,787
2016,880
