year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1858,12,-416,2
1988,1799,11,-284,0
1989,1488,8,-73,4
1990,1580,10,-267,2
1991,1598,11,-276,3
1992,1825,10,-229,7
1993,1653,11,-220,0
1994,1594,10,-79,5
1995,1781,10,-244,2
1996,1459,10,-321,5
1997,1566,10,-167,4
1998,1671,11,-373,1
1999,1629,9,-236,4
2000,1762,9,-128,6
2001,1535,8,-326,5
2002,1510,10,-152,1
2003,1932,10,-271,0
2004,1601,10,-216,3
2005,1680,11,-330,8
2006,1737,12,-416,1
2007,1545,10,-67,3
2008,1567,8,40,1
2009,1763,13,-56,4
2010,1611,9,-220,0
2011,1425,10,-69,9
2012,1744,8,-164,7
2013,1577,9,-170,3
2014,1620,9,-192,6
2015,1485,7,-283,4
2016,1838,10,-216,0
2016
2017,1874,10,-327,6
2018,1556,9,-234,5
2019,1972,11,-186,0
2020,2145,11,-286,0
2021,1684,10,-312,2
2022,1613,10,-268,3
2023,1702,10,-405,3
2024,2157,11,-407,0
2025,1572,9,6,0
2026,1892,12,-318,1
2027,1746,10,-182,2
2028,2061,11,-403,0
2029,1963,10,-354,1
2030,1809,10,-275,5
2031,1725,9,-120,0
2032,2037,13,-286,1
2033,1867,13,-271,1
2034,1746,11,-113,4
2035,1753,9,-235,1
2036,1861,12,-304,0
2037,1819,13,-241,3
2038,1790,8,-331,0
2039,1750,11,-382,1
2040,1771,11,-232,0
2041,1779,12,-348,3
2042,1699,10,-187,10
2043,1594,10,-265,9
2044,1550,10,-194,12
2045,1750,9,-301,5
2046,1717,11,-387,0

min,,4
max,,17
steps,,8
decimal
