year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,24,42,-139,6,22,-366,48,43,64
1988,24,36,-51,5,12,-241,44,31,120
1989,8,26,-42,3,20,7,54,25,183
1990,17,32,-77,4,13,-220,57,39,68
1991,11,11,-177,5,2,-196,41,53,153
1992,30,30,-124,6,15,-203,35,30,254
1993,15,30,-148,4,2,-161,32,42,188
1994,20,25,-74,4,13,-110,37,46,180
1995,8,23,-67,2,23,-134,41,55,111
1996,14,33,-139,4,7,-275,59,40,181
1997,15,36,-67,2,16,-85,49,40,133
1998,15,30,-152,2,3,-238,38,45,44
1999,26,10,-164,4,13,-195,40,62,190
2000,30,39,-148,4,10,-76,42,27,165
2001,17,28,-108,4,14,-235,41,44,90
2002,9,33,-43,1,4,-68,42,27,151
2003,30,17,-80,4,19,-203,32,40,120
2004,5,27,-51,4,9,-136,47,35,95
2005,24,30,-110,3,10,-257,53,25,98
2006,17,40,-114,6,8,-282,42,53,53
2007,15,16,-1,4,13,-141,53,55,202
2008,8,39,-34,1,9,71,43,46,269
2009,15,30,-25,4,14,-32,43,38,207
2010,9,39,-1,4,13,-138,53,39,87
2011,14,10,27,2,5,1,56,47,129
2012,19,37,-30,5,18,-85,40,51,123
2013,32,29,-55,3,11,-126,53,34,117
2014,19,39,-24,1,13,-91,43,42,73
2015,17,33,-114,4,11,-168,54,48,93
2016,32,19,-118,3,19,-150,44,42,217
2016
2017,39,31,-91,6,24,-267,40,38,117
2018,23,23,-71,5,12,-223,49,32,75
2019,25,6,-82,1,20,-155,25,17,178
2020,42,43,-119,5,10,-166,19,27,174
2021,32,13,-188,5,13,-256,48,22,213
2022,20,31,-103,3,18,-219,52,23,129
2023,27,27,-164,6,22,-320,44,35,140
2024,34,11,-127,3,15,-259,10,30,117
2025,15,31,95,3,14,-23,54,27,263
2026,12,25,-137,5,20,-249,37,52,151
2027,19,5,-61,3,15,-102,45,25,214
2028,40,12,-178,4,23,-318,20,31,113
2029,27,25,-134,5,25,-242,42,32,102
2030,28,14,-111,5,23,-251,45,35,124
2031,29,31,-31,2,9,-115,43,30,161
2032,41,25,-133,6,11,-231,29,26,158
2033,33,19,-88,4,4,-139,32,30,145
2034,17,13,-37,3,17,-88,43,24,172
2035,29,11,-122,5,16,-181,35,22,186
2036,28,28,-122,5,12,-257,34,33,114
2037,27,14,-53,2,3,-164,42,44,97
2038,25,16,-141,5,16,-275,34,19,106
2039,12,20,-138,6,11,-287,45,15,87
2040,24,22,-58,2,30,-221,53,43,130
2041,20,26,-172,7,15,-310,50,24,124
2042,21,27,-63,2,28,-147,50,20,164
2043,36,27,-99,4,11,-163,51,17,155
2044,14,25,-72,4,23,-183,55,19,196
2045,40,32,-143,6,9,-281,41,33,187
2046,21,35,-165,3,13,-330,46,30,90

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
