year,F1,F3,M4
,label F1,label F3,label M4
1987,52,128,3
1988,57,127,3
1989,56,127,3
1990,38,121,2
1991,41,124,1
1992,35,125,1
1993,54,119,3
1994,37,121,3
1995,27,132,2
1996,28,131,3
1997,28,129,4
1998,36,109,2
1999,41,124,5
2000,42,133,2
2001,31,124,1
2002,31,126,3
2003,26,129,4
2004,42,125,3
2005,46,130,4
2006,54,134,3
2007,41,128,2
2008,41,126,2
2009,54,138,2
2010,52,131,0
2011,48,122,4
2012,50,126,1
2013,33,131,2
2014,63,128,1
2015,49,135,4
2016,62,128,1
2016
2017,24,132,3
2018,47,129,1
2019,38,126,4
2020,42,119,4
2021,41,133,4
2022,47,125,1
2023,34,118,5
2024,37,129,4
2025,32,127,0
2026,44,112,3
2027,30,123,3
2028,34,124,4
2029,37,132,4
2030,45,112,1
2031,26,125,3
2032,30,111,3
2033,32,127,3
2034,26,127,7
2035,30,124,5
2036,37,115,4
2037,41,127,2
2038,28,116,4
2039,36,135,7
2040,26,120,2
2041,27,122,1
2042,27,117,5
2043,34,127,3
2044,46,125,6
2045,52,113,1
2046,36,122,3

min,,80,0
max,,170,7
steps,,10,8
decimal
