year,annual-average-temperature
1987,10.3
1988,11.4
1989,12.0
1990,12.1
1991,10.8
1992,11.4
1993,10.8
1994,12.1
1995,12.0
1996,10.7
1997,11.9
1998,11.4
1999,12.2
2000,11.9
2001,11.5
2002,11.9
2003,12.1
2004,11.3
2005,11.7
2006,12.0
2007,11.7
2008,11.2
2009,11.3
2010,10.6
2011,12.2
2012,11.2
2013,11.1
2014,12.3
2015,12.1
2016,11.5
