year,annual-precipitations
1987,735
1988,816
1989,586
1990,543
1991,512
1992,476
1993,684
1994,875
1995,714
1996,523
1997,658
1998,739
1999,956
2000,931
2001,926
2002,978
2003,710
2004,708
2005,548
2006,761
2007,771
2008,805
2009,722
2010,667
2011,614
2012,796
2013,785
2014,883
2015,762
2016,727
