year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.7,12.7,17.9,8.0
1988,6.6,13.6,16.7,8.6
1989,6.7,13.6,18.5,9.1
1990,8.1,13.5,18.6,8.3
1991,5.1,11.8,18.8,7.3
1992,5.9,13.5,17.5,8.6
1993,6.4,13.6,15.9,7.2
1994,7.3,13.1,17.9,10.1
1995,7.2,13.1,18.7,8.8
1996,5.4,12.9,17.0,7.4
1997,6.2,13.4,18.8,9.3
1998,6.7,13.6,17.2,8.0
1999,7.1,14.0,19.0,8.6
2000,6.5,14.0,17.7,9.4
2001,6.7,13.3,17.4,8.6
2002,7.7,13.3,16.9,9.7
2003,6.0,14.7,19.3,8.1
2004,6.0,13.2,17.9,8.2
2005,5.8,14.0,18.0,8.7
2006,4.5,14.1,19.4,9.6
2007,7.7,14.9,16.2,7.8
2008,6.9,13.7,16.5,7.6
2009,4.7,13.8,17.8,8.8
2010,4.3,13.4,17.8,6.7
2011,6.8,14.7,17.1,10.2
2012,6.1,12.6,16.9,8.9
2013,4.5,12.0,18.7,9.1
2014,7.7,13.7,17.7,9.9
2015,5.8,14.0,17.5,10.7
2016,6.4,13.0,18.8,7.9
