year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,43,-89,-140,211
1988,246,-84,-99,55
1989,87,-164,-276,117
1990,92,-161,-288,107
1991,85,-123,-216,109
1992,-29,-147,-174,104
1993,-40,8,-105,105
1994,149,-115,-67,174
1995,192,-181,-135,33
1996,60,-190,-263,118
1997,41,-52,-223,109
1998,46,-79,-151,185
1999,80,-44,-98,254
2000,36,-71,-95,341
2001,275,-107,-84,77
2002,93,-140,-90,358
2003,31,-156,-239,211
2004,115,-151,-138,123
2005,4,-155,-235,147
2006,105,-199,-136,194
2007,121,-104,-33,65
2008,150,-41,-136,103
2009,74,-48,-249,191
2010,115,-187,-219,161
2011,32,-254,-49,87
2012,-27,-16,-151,244
2013,170,-96,-209,173
2014,151,-116,-86,172
2015,122,-175,-40,57
2016,198,-28,-245,61
