year,annual-hydric-deficit
1987,427
1988,510
1989,-1
1990,28
1991,74
1992,1338
1993,1139
1994,1211
1995,929
1996,924
1997,1116
1998,553
1999,178
2000,449
2001,812
2002,1554
2003,781
2004,576
2005,167
2006,353
2007,311
2008,1478
2009,446
2010,237
2011,1058
2012,1131
2013,647
2014,473
2015,608
2016,387
