year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2804,1
1988,0,3008,1
1989,0,2944,2
1990,0,2790,0
1991,0,3052,1
1992,0,3030,6
1993,0,3052,4
1994,0,3075,2
1995,0,2875,2
1996,0,3203,7
1997,0,2984,3
1998,1,3039,10
1999,0,2960,3
2000,0,2843,2
2001,0,3049,0
2002,0,2997,3
2003,0,3096,5
2004,0,3102,0
2005,0,3019,0
2006,0,2768,3
2007,0,2872,1
2008,0,2878,2
2009,0,3023,2
2010,0,3026,1
2011,0,2905,2
2012,1,3000,4
2013,0,2805,1
2014,1,2964,6
2015,0,3241,3
2016,0,3087,8
2016
2017,1,2734,6
2018,0,2835,8
2019,1,2746,5
2020,0,2669,1
2021,1,2851,6
2022,2,2760,11
2023,1,2717,6
2024,0,2663,4
2025,0,2760,4
2026,0,2740,7
2027,0,2696,4
2028,1,2738,8
2029,0,2963,4
2030,0,2859,0
2031,2,2787,21
2032,0,2732,4
2033,0,2801,6
2034,4,2786,25
2035,0,2722,3
2036,5,2722,22
2037,0,2763,4
2038,0,2889,3
2039,0,2758,0
2040,0,2849,5
2041,0,2809,10
2042,0,2864,0
2043,0,2758,9
2044,1,2712,8
2045,0,2709,0
2046,0,2728,0
