year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.3,9.0,12.8,5.7
1988,3.9,9.8,12.7,6.7
1989,6.2,10.9,15.6,7.1
1990,6.8,10.9,15.1,7.2
1991,4.3,9.9,15.7,6.8
1992,4.6,10.6,12.4,4.4
1993,4.7,9.6,11.7,4.0
1994,3.4,8.6,12.4,7.0
1995,3.5,9.6,14.2,6.2
1996,3.4,8.8,13.4,5.5
1997,4.7,9.7,13.9,7.0
1998,5.8,9.4,13.2,6.2
1999,4.6,10.2,14.1,6.3
2000,5.1,9.6,13.6,6.0
2001,2.4,9.4,13.0,6.8
2002,4.8,9.9,13.3,5.9
2003,3.7,10.6,14.1,6.0
2004,4.2,10.6,13.8,6.6
2005,5.0,10.0,13.7,6.4
2006,3.5,9.9,14.8,7.4
2007,5.2,10.7,12.9,6.8
2008,4.4,10.1,13.6,5.2
2009,3.9,10.6,13.8,5.6
2010,2.0,10.3,13.3,3.5
2011,4.2,10.4,13.0,7.3
2012,5.4,8.9,12.8,5.0
2013,2.4,8.8,14.0,6.2
2014,4.9,11.0,13.8,7.1
2015,3.9,9.1,12.8,7.8
2016,4.1,9.9,14.0,6.5
