year,annual-average-temperature
1987,7.5
1988,8.3
1989,10.0
1990,10.0
1991,9.2
1992,8.0
1993,7.5
1994,7.9
1995,8.4
1996,7.8
1997,8.9
1998,8.6
1999,8.8
2000,8.6
2001,7.9
2002,8.5
2003,8.6
2004,8.8
2005,8.8
2006,8.9
2007,8.9
2008,8.3
2009,8.5
2010,7.3
2011,8.7
2012,8.0
2013,7.9
2014,9.2
2015,8.4
2016,8.6
