year,annual-frozen-days
1987,73
1988,52
1989,38
1990,28
1991,56
1992,56
1993,66
1994,53
1995,68
1996,71
1997,48
1998,42
1999,41
2000,27
2001,71
2002,39
2003,64
2004,38
2005,51
2006,39
2007,35
2008,59
2009,52
2010,87
2011,27
2012,57
2013,82
2014,12
2015,31
2016,43
