year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1013,402,486,-4,203,8.5,3125,1,12.6,41
1988,951,380,445,-27,265,8.2,3040,2,13.4,63
1989,977,411,438,-99,291,8.5,3113,1,13.8,51
1990,932,447,351,-138,295,8.9,3276,1,13.6,50
1991,1103,521,392,-148,251,8.0,2955,1,13.2,67
1992,911,412,366,-51,236,8.3,3056,1,13.8,71
1993,844,565,9,-226,143,8.1,2970,1,13.6,71
1994,980,509,250,-92,191,8.0,2983,3,13.5,69
1995,966,403,434,51,222,8.8,3205,2,14.0,43
1996,784,586,-48,-218,59,8.0,3015,3,14.9,81
1997,859,537,102,-171,114,8.4,3138,1,14.1,71
1998,889,416,340,-51,212,8.1,3000,3,13.6,70
1999,995,599,140,-209,176,8.5,3145,2,14.4,60
2000,824,534,64,-213,137,8.8,3248,3,14.1,55
2001,854,382,335,-39,175,7.8,2879,0,12.6,71
2002,847,426,288,-99,224,8.5,3116,3,14.4,59
2003,884,413,335,-55,218,8.0,2973,5,13.5,75
2004,913,423,342,8,115,7.9,2923,0,13.3,71
2005,916,390,393,31,157,8.0,2948,0,13.1,64
2006,946,399,418,-37,221,8.7,3207,1,13.6,43
2007,793,402,255,-42,211,8.5,3118,0,13.7,44
2008,958,405,418,27,220,8.6,3147,1,14.0,44
2009,1177,394,647,157,286,8.1,2954,1,13.2,68
2010,745,408,207,-90,152,8.2,3014,1,14.0,56
2011,1038,408,500,4,293,8.7,3222,2,14.2,57
2012,877,430,308,-72,192,8.5,3119,2,14.3,62
2013,1084,408,542,30,297,8.8,3207,0,13.5,29
2014,836,404,300,-53,157,8.3,3058,3,13.3,72
2015,1045,401,514,94,186,7.6,2834,2,13.8,87
2016,836,418,298,-26,192,8.0,2937,6,13.9,66
2016
2017,998,422,435,-5,254,9.2,3357,4,14.5,41
2018,1082,409,539,47,279,8.9,3251,3,14.8,41
2019,1049,410,503,-19,239,8.8,3233,3,13.7,43
2020,940,411,401,4,207,8.9,3283,1,13.5,45
2021,1062,516,334,-73,206,8.7,3182,2,14.2,48
2022,1073,429,493,100,265,9.0,3290,4,14.0,38
2023,858,587,-14,-257,103,9.1,3324,4,14.2,33
2024,852,563,71,-128,44,9.2,3376,1,14.3,28
2025,1057,406,522,54,350,8.9,3237,2,14.3,39
2026,1002,599,153,-179,241,9.2,3367,7,14.4,51
2027,992,537,225,-136,154,9.2,3353,3,13.7,34
2028,917,418,365,115,143,9.1,3360,2,14.6,41
2029,894,568,46,-176,35,8.2,3015,1,13.4,64
2030,1130,537,383,-98,265,8.8,3232,0,14.4,56
2031,1004,413,458,0,305,9.1,3329,8,15.0,50
2032,958,396,436,5,309,9.0,3297,1,14.6,30
2033,994,402,452,31,272,8.8,3210,2,14.2,46
2034,1002,442,409,1,259,9.1,3310,7,14.5,45
2035,881,435,315,-148,247,9.1,3326,2,14.1,35
2036,856,441,280,-99,202,9.0,3312,7,14.4,40
2037,1094,403,553,11,390,9.0,3323,2,14.8,43
2038,1002,420,456,31,254,8.7,3189,3,14.1,43
2039,1046,430,477,0,315,8.8,3226,1,14.0,42
2040,1092,417,545,11,223,8.8,3243,2,14.2,44
2041,919,398,385,-23,275,8.7,3195,8,14.3,48
2042,994,399,462,65,237,8.4,3085,0,13.1,51
2043,1207,419,643,108,355,9.1,3307,7,14.4,28
2044,1093,433,525,-111,396,9.2,3362,5,14.5,26
2045,1171,423,615,25,376,9.2,3377,2,14.4,45
2046,924,412,381,-66,347,8.8,3218,2,13.5,45
