year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,649,713,-378,-577,211,12.0,4372,23,18.6,15
1988,518,719,-513,-567,75,12.3,4490,25,18.7,10
1989,904,731,-142,-533,277,12.4,4515,31,18.7,12
1990,729,731,-312,-593,208,12.3,4500,40,18.8,22
1991,628,814,-570,-612,85,11.8,4292,39,19.5,25
1992,697,665,-277,-406,147,11.8,4322,31,19.0,16
1993,707,828,-502,-570,123,11.9,4354,31,18.9,20
1994,769,825,-447,-522,157,12.2,4476,45,19.7,16
1995,771,668,-179,-529,239,11.7,4265,27,18.6,23
1996,1143,824,-56,-330,210,11.8,4330,23,18.9,29
1997,821,779,-335,-491,201,11.7,4271,28,18.2,15
1998,671,673,-321,-365,92,11.7,4284,19,18.4,22
1999,662,794,-547,-482,13,11.8,4310,20,18.7,27
2000,780,846,-449,-530,51,11.8,4316,32,19.1,24
2001,730,698,-273,-440,203,12.4,4547,34,18.9,21
2002,575,709,-444,-446,-4,11.8,4315,45,19.7,17
2003,842,698,-183,-378,152,12.3,4502,39,18.8,13
2004,760,717,-283,-530,96,12.0,4383,34,19.4,30
2005,783,670,-188,-374,200,11.4,4162,17,17.9,25
2006,636,713,-381,-553,225,11.5,4215,23,18.7,26
2007,620,718,-396,-536,94,11.9,4348,32,18.9,17
2008,847,707,-149,-532,218,11.6,4252,14,18.5,20
2009,594,694,-405,-527,84,11.6,4229,34,19.0,32
2010,849,696,-160,-411,96,11.7,4269,33,18.5,27
2011,1114,695,105,-428,519,12.2,4436,36,19.1,18
2012,811,714,-221,-444,152,11.8,4307,39,18.9,19
2013,865,696,-133,-448,263,11.7,4277,26,19.0,17
2014,841,725,-181,-498,305,11.9,4345,29,18.5,28
2015,889,706,-128,-526,303,12.5,4557,18,18.4,2
2016,823,679,-163,-399,235,11.3,4133,11,17.8,30
2016
2017,764,743,-304,-472,74,12.7,4647,58,20.1,14
2018,1121,725,82,-484,458,12.5,4562,33,19.0,15
2019,1120,684,116,-276,310,12.6,4589,33,19.6,9
2020,874,732,-188,-561,128,13.2,4827,45,20.2,5
2021,813,868,-436,-583,147,12.4,4544,50,19.9,12
2022,824,737,-264,-541,247,13.8,5030,66,20.9,4
2023,978,818,-248,-543,137,13.4,4884,42,19.7,8
2024,690,833,-573,-534,6,13.1,4788,57,20.1,9
2025,765,697,-228,-464,127,12.5,4576,37,19.4,34
2026,845,798,-349,-605,170,13.1,4792,35,19.1,5
2027,944,812,-260,-538,55,12.8,4658,30,19.1,17
2028,915,703,-98,-454,216,12.6,4598,36,19.4,14
2029,493,827,-768,-634,-119,13.2,4808,35,19.4,16
2030,649,839,-613,-682,24,12.9,4696,45,19.9,5
2031,650,682,-342,-575,124,12.6,4588,33,19.2,8
2032,921,743,-155,-426,228,13.4,4891,59,20.3,5
2033,735,717,-292,-532,96,12.2,4469,43,19.7,17
2034,840,742,-241,-444,220,13.0,4728,36,19.6,9
2035,846,724,-198,-586,279,12.8,4666,38,19.6,5
2036,809,735,-248,-491,192,13.0,4741,42,20.2,5
2037,669,698,-341,-432,-15,12.1,4403,32,19.1,14
2038,865,736,-170,-391,152,12.1,4410,34,19.3,28
2039,711,706,-316,-472,135,12.4,4521,43,19.6,17
2040,603,730,-444,-479,36,12.8,4682,61,21.1,15
2041,721,681,-264,-425,143,12.1,4428,20,17.8,8
2042,715,718,-333,-486,80,12.4,4536,36,19.5,23
2043,564,756,-512,-696,108,12.9,4720,63,20.8,10
2044,868,724,-202,-471,175,13.3,4873,69,20.9,15
2045,799,724,-245,-534,288,12.4,4536,41,19.9,8
2046,873,765,-220,-586,399,13.5,4932,59,20.2,2
