year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.6,14.6,22.7,13.3
1988,9.6,15.6,21.7,12.8
1989,10.2,15.8,22.0,12.7
1990,10.6,16.2,22.1,12.6
1991,9.1,14.2,22.8,11.8
1992,9.3,16.0,22.2,12.9
1993,8.7,16.3,21.8,13.0
1994,9.2,15.6,23.1,13.5
1995,9.1,14.9,21.4,12.7
1996,8.5,15.8,20.6,11.9
1997,9.9,16.0,21.7,12.8
1998,9.2,16.2,21.9,11.4
1999,8.5,16.5,22.7,12.4
2000,8.5,16.5,21.3,12.9
2001,10.7,16.5,21.9,13.3
2002,10.0,16.7,21.4,13.7
2003,8.6,18.1,24.0,13.0
2004,9.4,16.0,22.6,13.9
2005,7.9,17.2,22.0,12.7
2006,8.9,16.8,22.9,15.0
2007,11.3,17.9,21.7,12.8
2008,10.0,16.9,22.3,13.3
2009,9.4,17.5,23.0,13.7
2010,8.8,16.4,22.9,12.4
2011,8.8,16.9,22.1,14.0
2012,8.9,16.6,22.8,13.6
2013,8.4,15.7,22.5,13.6
2014,10.1,16.6,21.6,14.6
2015,9.4,17.2,23.1,13.6
2016,10.5,16.8,22.5,13.7
