year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,48,-217,-383,212
1988,-33,-45,-382,-30
1989,-142,-275,-169,-35
1990,-102,-235,-425,163
1991,-14,-83,-201,69
1992,56,-196,-320,250
1993,11,-294,-266,424
1994,-83,-180,-419,246
1995,-175,-120,-349,25
1996,69,-224,-346,105
1997,-146,-276,-433,9
1998,-87,-279,-403,-47
1999,-109,-326,-376,38
2000,-48,-208,-415,155
2001,-91,-335,-413,-22
2002,-146,-292,-261,42
2003,-130,-373,-460,-8
2004,-96,-268,-428,70
2005,-39,-284,-367,68
2006,-76,-331,-382,-135
2007,-150,-365,-437,-47
2008,-108,-234,-405,139
2009,-45,-168,-425,35
2010,55,-261,-435,142
2011,2,-367,-424,-141
2012,-108,-216,-369,-43
2013,132,-338,-466,57
2014,70,-356,-449,-62
2015,-41,-413,-482,-7
2016,-51,-387,-481,9
