year,annual-average-temperature
1987,14.6
1988,15.0
1989,15.2
1990,15.4
1991,14.5
1992,15.1
1993,15.0
1994,15.4
1995,14.6
1996,14.2
1997,15.1
1998,14.7
1999,15.1
2000,14.8
2001,15.6
2002,15.5
2003,16.0
2004,15.5
2005,15.0
2006,16.0
2007,15.9
2008,15.7
2009,16.0
2010,15.2
2011,15.5
2012,15.5
2013,15.1
2014,15.8
2015,15.9
2016,15.9
