year,annual-estival-days
1987,89
1988,63
1989,63
1990,78
1991,83
1992,59
1993,62
1994,82
1995,63
1996,68
1997,75
1998,75
1999,93
2000,80
2001,75
2002,62
2003,101
2004,75
2005,70
2006,66
2007,52
2008,78
2009,65
2010,66
2011,82
2012,84
2013,72
2014,80
2015,87
2016,88

min,0
max,135
steps,10
decimal
