year,annual-precipitations
1987,784
1988,661
1989,551
1990,557
1991,927
1992,995
1993,1027
1994,772
1995,587
1996,720
1997,342
1998,391
1999,444
2000,655
2001,398
2002,491
2003,312
2004,443
2005,531
2006,283
2007,253
2008,550
2009,602
2010,657
2011,278
2012,494
2013,619
2014,440
2015,332
2016,395
