year,A1,A2,A3
,label A1,label A2,label A3
1987,11,2225,142
1988,10,2097,144
1989,22,2110,166
1990,21,2186,203
1991,15,2407,188
1992,23,2295,163
1993,13,2320,176
1994,24,2247,227
1995,25,2361,175
1996,16,2274,139
1997,8,2259,128
1998,8,2253,102
1999,7,2269,118
2000,8,2328,163
2001,25,2090,181
2002,24,2395,211
2003,29,2156,214
2004,18,2264,176
2005,7,2369,109
2006,17,2397,154
2007,21,2279,161
2008,14,2304,125
2009,22,2424,174
2010,20,2314,166
2011,21,2169,167
2012,24,2309,169
2013,7,2404,155
2014,18,2312,170
2015,5,2056,122
2016,7,2357,85
2016
2017,42,2091,257
2018,24,2035,181
2019,31,2004,190
2020,32,1863,251
2021,19,2204,258
2022,62,1757,353
2023,27,1845,263
2024,37,2009,292
2025,24,2099,200
2026,17,1823,179
2027,13,1995,166
2028,29,2076,198
2029,20,1897,208
2030,26,1965,248
2031,26,2078,189
2032,36,1913,279
2033,39,2186,235
2034,20,1893,196
2035,30,2039,235
2036,35,1971,240
2037,21,2211,173
2038,20,2299,191
2039,36,2178,237
2040,46,2088,308
2041,10,2089,121
2042,29,2111,203
2043,56,2116,335
2044,59,2018,376
2045,31,2133,206
2046,50,1935,366
