year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.2,15.1,19.9,6.3
1988,3.5,15.1,19.9,3.6
1989,3.5,15.7,19.4,5.7
1990,4.7,15.4,18.7,6.0
1991,1.8,14.1,19.9,4.4
1992,2.3,16.2,21.2,5.3
1993,0.3,16.4,19.4,5.9
1994,4.3,15.8,21.9,5.5
1995,3.3,15.1,20.1,5.0
1996,-1.2,16.8,18.0,6.3
1997,1.7,14.9,19.2,6.1
1998,3.9,16.1,19.5,3.4
1999,2.1,16.3,20.8,5.3
2000,2.8,18.5,20.6,8.9
2001,4.5,16.0,20.5,4.2
2002,4.5,17.8,21.1,5.7
2003,-1.9,18.3,21.7,6.1
2004,2.0,16.1,19.9,6.8
2005,0.0,16.1,20.1,5.7
2006,0.2,16.6,21.0,7.8
2007,6.5,18.3,21.4,5.1
2008,4.5,17.4,20.5,7.9
2009,2.3,17.7,22.3,7.3
2010,2.4,16.4,20.4,5.6
2011,2.2,17.8,22.4,5.8
2012,3.5,17.2,23.2,6.7
2013,2.5,16.5,20.1,7.7
2014,5.6,16.3,20.5,8.0
2015,3.9,15.9,22.1,6.8
2016,4.1,16.8,20.7,4.8
