year,annual-precipitations
1987,524
1988,546
1989,562
1990,223
1991,546
1992,406
1993,333
1994,441
1995,737
1996,592
1997,393
1998,714
1999,776
2000,337
2001,556
2002,451
2003,362
2004,733
2005,786
2006,589
2007,564
2008,507
2009,618
2010,867
2011,330
2012,355
2013,490
2014,727
2015,457
2016,616

min,300
max,2000
steps,10
decimal
