year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,22,26,-193,8,21,-391,37,25,120
1988,18,35,-75,6,16,-305,46,38,84
1989,38,28,-147,7,36,-441,31,35,13
1990,44,16,-144,5,7,-396,33,48,24
1991,45,40,-163,8,18,-384,43,29,31
1992,38,33,-149,5,13,-303,20,50,83
1993,28,12,-228,7,19,-508,39,18,30
1994,36,34,-233,7,25,-493,32,38,74
1995,26,26,-170,6,31,-390,31,43,83
1996,36,24,-215,7,22,-434,18,34,117
1997,30,21,-83,4,24,-340,46,39,56
1998,44,30,-201,8,23,-465,26,39,35
1999,16,32,-139,6,5,-344,37,40,49
2000,44,38,-144,6,41,-416,24,44,73
2001,21,48,-197,8,9,-404,28,38,45
2002,38,25,-151,6,36,-436,25,42,41
2003,38,33,-220,5,20,-452,29,38,58
2004,29,34,-204,7,25,-469,31,34,69
2005,22,25,-130,5,19,-359,48,33,53
2006,31,47,-103,6,37,-399,42,24,23
2007,41,18,-185,6,25,-443,21,46,81
2008,37,18,-193,7,22,-392,21,38,85
2009,31,39,-32,3,23,-265,30,38,33
2010,32,34,-146,7,19,-383,27,35,58
2011,33,24,-66,7,41,-381,45,26,24
2012,47,7,-175,7,22,-431,19,43,60
2013,41,43,-210,6,34,-453,29,32,55
2014,32,28,-231,7,31,-457,18,34,42
2015,46,20,-175,7,23,-455,38,39,70
2016,37,38,-149,6,18,-398,42,39,46
2016
2017,37,18,-201,8,27,-478,30,27,50
2018,37,12,-143,9,33,-417,26,23,36
2019,39,10,-161,4,21,-407,31,20,48
2020,41,19,-170,10,51,-489,31,27,20
2021,39,14,-142,9,29,-453,36,10,41
2022,40,14,-97,5,31,-395,41,31,18
2023,41,27,-150,7,46,-484,21,39,13
2024,37,33,-127,7,35,-399,29,34,44
2025,50,12,-224,4,33,-507,27,24,23
2026,42,10,-192,6,31,-495,36,39,23
2027,35,25,-164,8,58,-550,35,40,75
2028,41,25,-158,8,9,-381,34,28,47
2029,24,7,-144,5,29,-440,32,19,48
2030,28,17,-173,7,36,-477,35,21,36
2031,27,3,14,5,29,-232,26,33,85
2032,43,22,-163,8,43,-440,50,29,65
2033,41,20,-118,6,32,-394,31,19,44
2034,29,25,-114,6,31,-399,17,15,28
2035,28,22,-200,10,35,-503,48,26,46
2036,46,54,-126,7,24,-407,16,21,38
2037,34,23,-131,7,37,-393,42,33,62
2038,41,12,-136,6,24,-402,14,15,19
2039,39,11,-213,5,36,-502,29,39,48
2040,46,6,-240,9,42,-541,26,27,48
2041,51,7,-254,9,27,-545,11,16,40
2042,25,2,-127,6,31,-409,28,24,51
2043,43,28,-212,6,34,-480,32,25,11
2044,26,17,-117,5,29,-389,28,20,62
2045,52,13,-238,9,46,-529,34,33,53
2046,44,34,-173,6,22,-398,36,25,70
