year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1865,10,-519,4
1988,1823,11,-423,2
1989,2022,8,-584,0
1990,2016,10,-503,1
1991,2022,11,-581,2
1992,1995,10,-438,0
1993,1860,10,-657,1
1994,2061,11,-625,3
1995,2155,12,-528,1
1996,2054,10,-570,0
1997,1953,11,-472,0
1998,1985,10,-593,3
1999,1751,12,-522,4
2000,2280,11,-594,3
2001,1960,12,-564,2
2002,2106,9,-556,0
2003,2097,12,-538,1
2004,2021,10,-613,3
2005,1939,12,-515,5
2006,1810,10,-526,15
2007,2180,9,-550,0
2008,2183,12,-546,0
2009,2089,11,-404,0
2010,2019,12,-489,0
2011,2100,11,-502,2
2012,2157,10,-551,1
2013,2097,9,-570,2
2014,2204,12,-602,2
2015,1953,9,-522,2
2016,1987,11,-532,2
2016
2017,2102,12,-602,3
2018,2349,14,-581,0
2019,2052,12,-525,4
2020,2436,14,-653,0
2021,2159,12,-613,5
2022,2061,11,-524,4
2023,2526,12,-655,0
2024,2393,15,-601,0
2025,2403,12,-639,4
2026,2137,10,-681,0
2027,2330,12,-654,0
2028,1899,13,-486,7
2029,1942,10,-606,2
2030,2195,15,-676,1
2031,2082,12,-333,2
2032,2224,14,-561,0
2033,2120,10,-546,1
2034,2243,11,-569,1
2035,2073,12,-621,2
2036,2232,10,-539,1
2037,2149,13,-520,0
2038,2373,12,-574,0
2039,2229,12,-624,1
2040,2431,12,-656,0
2041,2477,12,-687,0
2042,2193,12,-559,0
2043,2255,13,-627,3
2044,2037,8,-477,0
2045,2322,12,-666,0
2046,2112,11,-507,0
