year,annual-estival-days
1987,76
1988,71
1989,65
1990,73
1991,73
1992,99
1993,90
1994,102
1995,90
1996,67
1997,93
1998,72
1999,93
2000,118
2001,91
2002,108
2003,126
2004,85
2005,83
2006,91
2007,107
2008,103
2009,125
2010,73
2011,122
2012,127
2013,88
2014,82
2015,93
2016,99

min,16
max,130
steps,9
decimal
