year,annual-average-temperature
1987,8.7
1988,10.1
1989,10.5
1990,10.4
1991,9.5
1992,10.1
1993,9.6
1994,10.8
1995,10.2
1996,8.6
1997,10.1
1998,9.9
1999,10.6
2000,10.8
2001,10.3
2002,10.7
2003,10.9
2004,10.0
2005,10.5
2006,10.9
2007,10.9
2008,10.3
2009,10.5
2010,9.2
2011,11.2
2012,10.3
2013,9.8
2014,11.5
2015,10.9
2016,10.3
