year,annual-estival-days
1987,23
1988,30
1989,50
1990,41
1991,52
1992,38
1993,36
1994,42
1995,50
1996,29
1997,42
1998,25
1999,43
2000,25
2001,35
2002,21
2003,61
2004,31
2005,43
2006,43
2007,24
2008,26
2009,38
2010,36
2011,33
2012,27
2013,37
2014,25
2015,45
2016,42
