year,annual-frozen-days
1987,103
1988,109
1989,92
1990,89
1991,109
1992,100
1993,113
1994,97
1995,116
1996,137
1997,132
1998,104
1999,109
2000,79
2001,110
2002,93
2003,118
2004,105
2005,117
2006,106
2007,89
2008,87
2009,90
2010,113
2011,118
2012,92
2013,116
2014,72
2015,81
2016,86
